日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,600309,万华化学,17.8,17.7,18.9,15.29%,1.2,11.87%,11.62%,2,3.81,3.81,"东吴证券  2025-10-30  15.33  12.09  10.7  0.19695876302144666  https://pdf.dfcfw.com/pdf/H3_AP202510301771606342_1.pdf
开源证券  2025-10-28  15.5  12.1  10.8  0.1979921473804347  https://pdf.dfcfw.com/pdf/H3_AP202510281770427870_1.pdf
山西证券  2025-10-28  15.9  12.3  11.0  0.20227057913538982  https://pdf.dfcfw.com/pdf/H3_AP202510281770617226_1.pdf
华安证券  2025-10-27  14.91  11.71  10.65  0.18321595661992318  https://pdf.dfcfw.com/pdf/H3_AP202510271769870319_1.pdf
国金证券  2025-10-27  13.81  13.18  12.21  0.06350370523103077  https://pdf.dfcfw.com/pdf/H3_AP202510271769816357_1.pdf
国信证券  2025-10-27  15.4  13.7  13.5  0.06805465250648135  https://pdf.dfcfw.com/pdf/H3_AP202510271769840893_1.pdf
环球富盛理财  2025-10-23  14.23  11.74  10.61  0.15809652400250807  https://pdf.dfcfw.com/pdf/H3_AP202510231767338687_1.pdf"
2025/11/28,600036,招商银行,8.1,8.6,7.3,6.12%,1.2,11.67%,15.74%,0.99,1.26,1.36,国信证券  2025-10-30  7.23  6.88  6.42  0.06121073510357289  https://pdf.dfcfw.com/pdf/H3_AP202510301771734353_1.pdf
2025/11/28,601857,中国石油,12.5,36.2,11.3,2.91%,3.9,8.34%,84.45%,1.14,0.89,0.99,"西南证券  2025-11-17  11.38  10.72  10.09  0.06200252155906849  https://pdf.dfcfw.com/pdf/H3_AP202511171783021374_1.pdf
中银证券  2025-11-06  10.5  10.3  10.1  0.019609709838053435  https://pdf.dfcfw.com/pdf/H3_AP202511061776119994_1.pdf
民生证券  2025-10-31  10.0  10.0  10.0  0.0  https://pdf.dfcfw.com/pdf/H3_AP202510311772553696_1.pdf
信达证券  2025-10-31  9.94  9.45  9.13  0.04341674819089292  https://pdf.dfcfw.com/pdf/H3_AP202510311772549950_1.pdf
国信证券  2025-10-31  10.0  9.8  9.6  0.0206207261596576  https://pdf.dfcfw.com/pdf/H3_AP202510311772414393_1.pdf"
2025/11/28,600887,伊利股份,21.9,23.7,23.2,7.96%,2.9,4.96%,9.21%,3.3,4.66,5.48,"中邮证券  2025-11-21  16.53  15.24  14.04  0.08505779908280808  https://pdf.dfcfw.com/pdf/H3_AP202511211785463555_1.pdf
中国银河  2025-11-05  15.29  14.18  13.24  0.0746319541396514  https://pdf.dfcfw.com/pdf/H3_AP202511051775754275_1.pdf
华安证券  2025-11-04  15.58  14.22  13.5  0.07427839691305071  https://pdf.dfcfw.com/pdf/H3_AP202511041774868836_1.pdf
群益证券  2025-11-03  16.0  14.0  13.0  0.1094003924504583  https://pdf.dfcfw.com/pdf/H3_AP202511031774341795_1.pdf
开源证券  2025-11-03  16.0  14.9  14.0  0.06904496764969759  https://pdf.dfcfw.com/pdf/H3_AP202511031774429946_1.pdf
东兴证券  2025-11-01  15.23  14.08  13.28  0.07090492080183775  https://pdf.dfcfw.com/pdf/H3_AP202511011773273827_1.pdf
信达证券  2025-11-01  15.51  14.12  13.03  0.0910224597480096  https://pdf.dfcfw.com/pdf/H3_AP202511011773028456_1.pdf
东莞证券  2025-10-31  15.72  14.79  13.92  0.06269014525758454  https://pdf.dfcfw.com/pdf/H3_AP202510311772525990_1.pdf"
2025/11/28,601728,中国电信,17.4,17.4,18.2,6.28%,2.9,3.99%,3.99%,1.37,1.17,1.17,"山西证券  2025-09-11  20.0  19.0  18.2  0.04828483672191841  https://pdf.dfcfw.com/pdf/H3_AP202509111741828299_1.pdf
东莞证券  2025-09-03  20.0  18.0  18.0  0.05409255338945984  https://pdf.dfcfw.com/pdf/H3_AP202509031738356169_1.pdf
中国银河  2025-08-26  20.81  19.52  18.14  0.07106887436212195  https://pdf.dfcfw.com/pdf/H3_AP202508261734939964_1.pdf
民生证券  2025-08-18  19.0  17.0  16.0  0.0897247358851685  https://pdf.dfcfw.com/pdf/H3_AP202508181729838079_1.pdf
国信证券  2025-08-17  19.1  18.1  17.3  0.050736048098934505  https://pdf.dfcfw.com/pdf/H3_AP202508171729262880_1.pdf"
2025/11/28,600900,长江电力,21.2,19.7,21,3.15%,6.7,3.85%,-0.11%,3.1,2.99,2.82,中国银河  2025-11-03  20.12  19.43  18.91  0.0314976046033677  https://pdf.dfcfw.com/pdf/H3_AP202511031774319660_1.pdf
2025/11/28,600941,中国移动,15,15,16.3,4.95%,3.3,0.80%,0.80%,1.7,1.52,1.52,"诚通证券  2025-11-14  16.0  15.3  14.6  0.04684784518042728  https://pdf.dfcfw.com/pdf/H3_AP202511141781297922_1.pdf
中国银河  2025-10-23  15.91  15.12  14.3  0.05479259221299637  https://pdf.dfcfw.com/pdf/H3_AP202510231767400847_1.pdf
国金证券  2025-10-21  16.04  15.33  14.62  0.04743841011403438  https://pdf.dfcfw.com/pdf/H3_AP202510211766130963_1.pdf
海通国际  2025-10-13  16.01  15.24  14.55  0.048972660564460924  https://pdf.dfcfw.com/pdf/H3_AP202510131761163990_1.pdf"
2025/11/28,688256,寒武纪,91.3,80.7,299.1,80.43%,3.7,-0.30%,-6.30%,49.62,19.35,19.16,"华龙证券  2025-10-23  283.1  129.9  83.2  0.844625769843095  https://pdf.dfcfw.com/pdf/H3_AP202510231767590499_1.pdf
国信证券  2025-10-21  256.5  114.3  62.8  1.0209885958259632  https://pdf.dfcfw.com/pdf/H3_AP202510211766281098_1.pdf
东海证券  2025-10-21  229.42  110.75  68.79  0.8262195303227133  https://pdf.dfcfw.com/pdf/H3_AP202510201765862315_1.pdf
群益证券  2025-10-20  235.0  100.3  73.8  0.7844556152559323  https://pdf.dfcfw.com/pdf/H3_AP202510201765663834_1.pdf
东吴证券  2025-10-20  247.81  107.2  59.77  1.0361875886737524  https://pdf.dfcfw.com/pdf/H3_AP202510201765235309_1.pdf
民生证券  2025-10-19  262.0  147.0  103.0  0.5948947678101995  https://pdf.dfcfw.com/pdf/H3_AP202510191765109332_1.pdf
华鑫证券  2025-10-09  252.5  164.5  108.9  0.5227084274425591  https://pdf.dfcfw.com/pdf/H3_AP202510091759000355_1.pdf"
2025/11/28,601668,中国建筑,4.4,5.8,4.8,3.53%,1.4,-0.49%,13.41%,0.45,0.61,0.9,"中国银河  2025-11-07  4.62  4.47  4.28  0.03896065966736617  https://pdf.dfcfw.com/pdf/H3_AP202511071776973210_1.pdf
东吴证券  2025-11-04  4.87  4.74  4.6  0.028929371810287652  https://pdf.dfcfw.com/pdf/H3_AP202511041774955452_1.pdf
华源证券  2025-11-03  4.72  4.55  4.38  0.03808745815381842  https://pdf.dfcfw.com/pdf/H3_AP202511031774297356_1.pdf"
2025/11/28,601211,国泰海通,12.6,14.5,13.2,0.97%,13.7,-1.52%,5.90%,1.08,1.04,1.27,"开源证券  2025-11-02  12.4  12.9  10.8  0.07151675122143941  https://pdf.dfcfw.com/pdf/H3_AP202511021773886222_1.pdf
东吴证券  2025-10-31  11.27  12.33  11.41  -0.006153904596042037  https://pdf.dfcfw.com/pdf/H3_AP202510311772285271_1.pdf
国金证券  2025-10-31  11.95  13.61  12.87  -0.03640468633563365  https://pdf.dfcfw.com/pdf/H3_AP202510311772510541_1.pdf"
2025/11/28,601166,兴业银行,5,5.4,5.8,4.61%,1.3,-2.49%,1.56%,0.57,0.61,0.75,国信证券  2025-11-02  5.8  5.6  5.3  0.046106888726725304  https://pdf.dfcfw.com/pdf/H3_AP202511021773691551_1.pdf
2025/11/28,601658,邮储银行,6.3,6.4,7.8,2.76%,2.8,-7.89%,-6.70%,0.67,0.71,0.73,"东海证券  2025-11-14  8.01  7.81  7.57  0.02865162925672915  https://pdf.dfcfw.com/pdf/H3_AP202511141781304390_1.pdf
中国银河  2025-11-03  7.82  7.56  7.26  0.03785113876022472  https://pdf.dfcfw.com/pdf/H3_AP202511031774350274_1.pdf
东兴证券  2025-11-01  8.09  7.87  7.59  0.032412782191636014  https://pdf.dfcfw.com/pdf/H3_AP202511011773273807_1.pdf
国信证券  2025-10-31  8.9  8.8  8.7  0.011428942510113504  https://pdf.dfcfw.com/pdf/H3_AP202510311772414415_1.pdf"
2025/11/28,601985,中国核电,16.3,19.3,22.6,8.15%,2.8,-8.26%,-0.12%,1.54,1.74,2.01,"国信证券  2025-11-04  20.1  18.6  16.7  0.09708377728013895  https://pdf.dfcfw.com/pdf/H3_AP202511041775126027_1.pdf
华源证券  2025-11-04  21.0  20.78  18.87  0.05493013203046715  https://pdf.dfcfw.com/pdf/H3_AP202511041774955394_1.pdf
中国银河  2025-10-31  21.02  20.02  17.8  0.0866917117584427  https://pdf.dfcfw.com/pdf/H3_AP202510311772657641_1.pdf
开源证券  2025-10-31  21.1  19.7  17.6  0.09492631549508213  https://pdf.dfcfw.com/pdf/H3_AP202510311772644630_1.pdf
东吴证券  2025-10-31  19.47  18.81  16.88  0.07398138669035892  https://pdf.dfcfw.com/pdf/H3_AP202510311772381887_1.pdf"
2025/11/28,601225,陕西煤业,8.4,-13.2,12.5,8.30%,1.5,-11.06%,-1000.00%,2.33,2.03,1.84,"华源证券  2025-11-06  13.61  12.92  12.54  0.041790263799775795  https://pdf.dfcfw.com/pdf/H3_AP202511061776258633_1.pdf
国信证券  2025-11-03  12.4  10.9  10.6  0.08157816211068036  https://pdf.dfcfw.com/pdf/H3_AP202511031774262103_1.pdf
信达证券  2025-10-31  12.56  11.6  11.31  0.053812916150585144  https://pdf.dfcfw.com/pdf/H3_AP202510311772318940_1.pdf
民生证券  2025-10-29  12.0  10.0  9.0  0.15470053837925146  https://pdf.dfcfw.com/pdf/H3_AP202510291771456140_1.pdf"
2025/11/28,601088,中国神华,11.1,11.5,15,3.03%,5,-11.46%,-9.88%,1.96,1.55,1.34,"东兴证券  2025-11-12  16.7  16.02  15.71  0.03102724818765612  https://pdf.dfcfw.com/pdf/H3_AP202511121779948608_1.pdf
国信证券  2025-10-28  16.0  15.5  15.3  0.022619985129827214  https://pdf.dfcfw.com/pdf/H3_AP202510281770640899_1.pdf
华源证券  2025-10-28  15.98  15.41  14.98  0.03283864869219033  https://pdf.dfcfw.com/pdf/H3_AP202510281770655054_1.pdf
开源证券  2025-10-27  16.2  15.5  15.1  0.0357836077671847  https://pdf.dfcfw.com/pdf/H3_AP202510271769811024_1.pdf
信达证券  2025-10-27  15.9  15.4  15.15  0.024453488692897984  https://pdf.dfcfw.com/pdf/H3_AP202510271769780098_1.pdf
民生证券  2025-10-26  15.0  14.0  14.0  0.03509833901353132  https://pdf.dfcfw.com/pdf/H3_AP202510261769006263_1.pdf"
2025/11/28,601328,交通银行,4.9,5.5,7.1,3.56%,2,-13.54%,-8.66%,0.59,0.51,0.61,"中国银河  2025-11-03  6.63  6.4  6.2  0.03409614577643483  https://pdf.dfcfw.com/pdf/H3_AP202511031774249513_1.pdf
国信证券  2025-10-31  7.1  6.9  6.6  0.037187338795444225  https://pdf.dfcfw.com/pdf/H3_AP202510311772414401_1.pdf"
2025/11/28,601398,工商银行,5.5,6,7.9,2.54%,3.1,-14.32%,-10.71%,0.76,0.6,0.75,"东海证券  2025-11-07  7.84  7.71  7.56  0.018350154434631172  https://pdf.dfcfw.com/pdf/H3_AP202511071776830605_1.pdf
国信证券  2025-10-31  8.1  8.0  7.6  0.03237080241752799  https://pdf.dfcfw.com/pdf/H3_AP202510311772414404_1.pdf"
2025/11/28,600028,中国石化,11.2,15.2,19.4,12.56%,1.5,-14.35%,-0.44%,0.84,0.8,0.86,"民生证券  2025-10-30  18.0  16.0  15.0  0.09544511501033215  https://pdf.dfcfw.com/pdf/H3_AP202510301771932237_1.pdf
信达证券  2025-10-30  16.55  15.07  12.39  0.15574851972191017  https://pdf.dfcfw.com/pdf/H3_AP202510301771915517_1.pdf"
2025/11/28,601988,中国银行,5.4,5.7,8.2,5.17%,1.6,-14.67%,-11.96%,0.73,0.56,0.66,国信证券  2025-10-29  7.3  7.1  6.6  0.05169415994413806  https://pdf.dfcfw.com/pdf/H3_AP202510291771254438_1.pdf
2025/11/28,688981,中芯国际,90.6,98,188.9,20.46%,9.2,-16.60%,-13.26%,6.01,3.77,4.23,"中国银河  2025-09-30  213.92  181.21  126.88  0.298461598226184  https://pdf.dfcfw.com/pdf/H3_AP202509301753272988_1.pdf
华安证券  2025-09-28  216.45  190.31  170.36  0.1271844253757144  https://pdf.dfcfw.com/pdf/H3_AP202509281752049113_1.pdf
中邮证券  2025-09-24  200.49  166.95  138.86  0.20159407300876286  https://pdf.dfcfw.com/pdf/H3_AP202509241749535235_1.pdf
上海证券  2025-09-10  179.86  149.74  127.41  0.18813430838512213  https://pdf.dfcfw.com/pdf/H3_AP202509101741028847_1.pdf
东吴证券  2025-09-03  176.93  148.83  127.16  0.17957478169809948  https://pdf.dfcfw.com/pdf/H3_AP202509031738421581_1.pdf
民生证券  2025-08-31  172.0  137.0  109.0  0.25617739645965076  https://pdf.dfcfw.com/pdf/H3_AP202508311737244466_1.pdf
华金证券  2025-08-10  139.2  113.8  99.8  0.18101209949700192  https://pdf.dfcfw.com/pdf/H3_AP202508101725059904_1.pdf"
2025/11/28,601919,中远海控,6,13.4,5.9,-19.33%,-10,-19.18%,21.30%,0.97,1.73,2.13,"国信证券  2025-11-06  7.5  10.0  10.5  -0.15484574527148343  https://pdf.dfcfw.com/pdf/H3_AP202511061776348139_1.pdf
华源证券  2025-11-03  7.19  9.4  10.74  -0.1817946695626751  https://pdf.dfcfw.com/pdf/H3_AP202511031774421983_1.pdf
国金证券  2025-10-31  7.1  10.88  12.4  -0.24330941253290972  https://pdf.dfcfw.com/pdf/H3_AP202510311772414430_1.pdf"
2025/11/28,601288,农业银行,5.4,5.7,9.8,3.55%,2.8,-22.91%,-20.77%,1.03,0.6,0.72,国信证券  2025-10-31  10.4  10.1  9.7  0.03545398181358528  https://pdf.dfcfw.com/pdf/H3_AP202510311772414402_1.pdf
2025/11/28,601012,隆基绿能,18.9,22.8,-25.4,nan%,-10,-1000.00%,-1000.00%,2.47,5.46,4.94,"中银证券  2025-11-04  -34.5  53.1  36.6  nan  https://pdf.dfcfw.com/pdf/H3_AP202511041774786833_1.pdf
东吴证券  2025-11-01  -36.35  52.26  27.14  nan  https://pdf.dfcfw.com/pdf/H3_AP202511011773352889_1.pdf
国金证券  2025-10-31  -43.59  37.05  26.37  nan  https://pdf.dfcfw.com/pdf/H3_AP202510311772376600_1.pdf"
2025/11/28,601127,赛力斯,-16.9,-4.2,30.4,28.89%,1.1,-1000.00%,-1000.00%,7.91,10.09,7.24,"东莞证券  2025-11-04  25.86  19.32  15.07  0.3099587921610054  https://pdf.dfcfw.com/pdf/H3_AP202511041775025304_1.pdf
太平洋  2025-11-03  27.97  19.85  16.05  0.320105725965105  https://pdf.dfcfw.com/pdf/H3_AP202511031774185644_1.pdf
民生证券  2025-11-02  30.0  23.0  18.0  0.2909944487358056  https://pdf.dfcfw.com/pdf/H3_AP202511021773762800_1.pdf
东吴证券  2025-11-01  30.9  21.91  16.61  0.363937353897978  https://pdf.dfcfw.com/pdf/H3_AP202511011772815944_1.pdf
交银国际证券  2025-10-31  22.6  19.8  15.8  0.19598484389871884  https://pdf.dfcfw.com/pdf/H3_AP202510311772706379_1.pdf
东莞证券  2025-10-31  27.15  20.28  15.83  0.3096174690918718  https://pdf.dfcfw.com/pdf/H3_AP202510311772583271_1.pdf
西南证券  2025-10-10  25.25  18.53  15.04  0.2957069047352967  https://pdf.dfcfw.com/pdf/H3_AP202510101759409331_1.pdf
开源证券  2025-10-10  25.4  18.9  15.5  0.28012096202638403  https://pdf.dfcfw.com/pdf/H3_AP202510101759328867_1.pdf
华鑫证券  2025-09-29  29.92  20.83  18.3  0.27866050130424713  https://pdf.dfcfw.com/pdf/H3_AP202509291752769539_1.pdf
太平洋  2025-09-10  22.87  18.56  15.08  0.23149431559259348  https://pdf.dfcfw.com/pdf/H3_AP202509101740994906_1.pdf
国信证券  2025-09-08  20.1  14.0  11.2  0.33964280953650383  https://pdf.dfcfw.com/pdf/H3_AP202509081740347996_1.pdf
交银国际证券  2025-09-01  19.0  16.7  13.3  0.19522860933439357  https://pdf.dfcfw.com/pdf/H3_AP202509011737677909_1.pdf
民生证券  2025-08-30  23.0  16.0  15.0  0.23827837473378066  https://pdf.dfcfw.com/pdf/H3_AP202508301736893657_1.pdf
东吴证券  2025-08-30  22.25  15.21  11.44  0.39460749672804707  https://pdf.dfcfw.com/pdf/H3_AP202508301736836377_1.pdf"
2025/11/28,600048,保利发展,23.6,16,-91.7,19.49%,-4.7,-1000.00%,-1000.00%,0.42,0.83,1.13,"中国银河  2025-10-28  42.41  38.19  26.47  0.26577689969581564  https://pdf.dfcfw.com/pdf/H3_AP202510281770561644_1.pdf
太平洋  2025-10-26  21.11  18.79  15.39  0.17118312638526545  https://pdf.dfcfw.com/pdf/H3_AP202510251768906700_1.pdf
民生证券  2025-10-24  48.0  26.0  20.0  0.5491933384829668  https://pdf.dfcfw.com/pdf/H3_AP202510241768003288_1.pdf
开源证券  2025-10-22  21.3  17.3  14.1  0.22908026502435574  https://pdf.dfcfw.com/pdf/H3_AP202510221767016562_1.pdf
太平洋  2025-09-25  18.28  17.17  15.36  0.09091895513217052  https://pdf.dfcfw.com/pdf/H3_AP202509251750134248_1.pdf
中国银河  2025-08-27  19.43  18.93  18.26  0.03153985853050312  https://pdf.dfcfw.com/pdf/H3_AP202508271735350901_1.pdf
国信证券  2025-08-27  19.1  18.5  18.1  0.02725294781009535  https://pdf.dfcfw.com/pdf/H3_AP202508271735273627_1.pdf
民生证券  2025-08-26  18.0  15.0  13.0  0.17669681082910427  https://pdf.dfcfw.com/pdf/H3_AP202508261734902153_1.pdf
开源证券  2025-08-26  17.5  15.1  13.2  0.1514154661795959  https://pdf.dfcfw.com/pdf/H3_AP202508261734812012_1.pdf
东莞证券  2025-08-26  19.29  17.53  15.51  0.11521914127916366  https://pdf.dfcfw.com/pdf/H3_AP202508261734782872_1.pdf
国金证券  2025-08-26  26.51  22.09  14.85  0.3361082236051036  https://pdf.dfcfw.com/pdf/H3_AP202508261734726212_1.pdf"
